"","carrier","flight","tailnum","origin","dest","distance","departure","scheduled_departure","arrival","scheduled_arrival"
"6698","MQ",3573,"N721MQ","LGA","CMH",479,"08.07.2013 19:48:00 Uhr","08.07.2013 19:55:00 Uhr","08.07.2013 21:45:00 Uhr","08.07.2013 21:45:00 Uhr"
"6699","B6",2180,"N334JB","EWR","BOS",200,"09.10.2013 05:51:00 Uhr","09.10.2013 06:00:00 Uhr","09.10.2013 06:42:00 Uhr","09.10.2013 07:08:00 Uhr"
"6700","B6",1505,"N709JB","JFK","ABQ",1826,"13.07.2013 20:20:00 Uhr","13.07.2013 20:07:00 Uhr","13.07.2013 23:10:00 Uhr","13.07.2013 22:59:00 Uhr"
"6701","WN",262,"N763SW","EWR","DEN",1605,"14.06.2013 16:09:00 Uhr","14.06.2013 15:50:00 Uhr","14.06.2013 18:32:00 Uhr","14.06.2013 18:05:00 Uhr"
"6702","MQ",4431,"N711MQ","LGA","RDU",431,"26.02.2013 11:58:00 Uhr","26.02.2013 12:05:00 Uhr","26.02.2013 13:43:00 Uhr","26.02.2013 13:45:00 Uhr"
"6703","UA",245,"N564UA","LGA","DEN",1620,"24.03.2013 07:07:00 Uhr","24.03.2013 07:00:00 Uhr","24.03.2013 09:13:00 Uhr","24.03.2013 09:23:00 Uhr"
"6704","US",1429,"N747UW","LGA","CLT",544,"02.01.2013 09:10:00 Uhr","02.01.2013 08:58:00 Uhr","02.01.2013 11:14:00 Uhr","02.01.2013 11:05:00 Uhr"
"6705","AA",2351,"N359AA","JFK","MIA",1089,"13.11.2013 17:30:00 Uhr","13.11.2013 17:35:00 Uhr","13.11.2013 20:19:00 Uhr","13.11.2013 20:55:00 Uhr"
"6706","DL",503,"N3747D","JFK","SAN",2446,"06.02.2013 17:12:00 Uhr","06.02.2013 17:15:00 Uhr","06.02.2013 20:13:00 Uhr","06.02.2013 20:40:00 Uhr"
"6707","UA",1641,"N41135","EWR","MCO",937,"25.04.2013 15:05:00 Uhr","25.04.2013 13:10:00 Uhr","25.04.2013 17:39:00 Uhr","25.04.2013 15:54:00 Uhr"
"6708","UA",506,"N507UA","EWR","LAX",2454,"23.07.2013 19:38:00 Uhr","23.07.2013 19:10:00 Uhr","23.07.2013 22:27:00 Uhr","23.07.2013 22:06:00 Uhr"
"6709","DL",1885,"N918DE","LGA","MCO",950,"25.06.2013 08:58:00 Uhr","25.06.2013 09:00:00 Uhr","25.06.2013 11:36:00 Uhr","25.06.2013 11:59:00 Uhr"
"6710","MQ",4558,"N719MQ","LGA","CLE",419,"05.02.2013 08:49:00 Uhr","05.02.2013 08:50:00 Uhr","05.02.2013 11:08:00 Uhr","05.02.2013 10:35:00 Uhr"
"6711","DL",914,"N357NW","LGA","DEN",1620,"01.04.2013 08:14:00 Uhr","01.04.2013 08:15:00 Uhr","01.04.2013 10:49:00 Uhr","01.04.2013 10:45:00 Uhr"
"6712","EV",4333,"N11176","EWR","TUL",1215,"27.01.2013 19:28:00 Uhr","27.01.2013 19:36:00 Uhr","27.01.2013 21:56:00 Uhr","27.01.2013 22:08:00 Uhr"
"6713","B6",219,"N266JB","JFK","CLT",541,"20.02.2013 08:01:00 Uhr","20.02.2013 08:00:00 Uhr","20.02.2013 10:10:00 Uhr","20.02.2013 10:00:00 Uhr"
"6714","VX",169,"N837VA","EWR","LAX",2454,"17.04.2013 18:50:00 Uhr","17.04.2013 18:55:00 Uhr","17.04.2013 22:24:00 Uhr","17.04.2013 22:10:00 Uhr"
"6715","EV",4224,"N11547","EWR","MKE",725,"17.10.2013 20:21:00 Uhr","17.10.2013 19:30:00 Uhr","17.10.2013 21:51:00 Uhr","17.10.2013 20:56:00 Uhr"
"6716","DL",73,"N383DN","JFK","ATL",760,"25.06.2013 19:58:00 Uhr","25.06.2013 18:05:00 Uhr","25.06.2013 22:02:00 Uhr","25.06.2013 20:40:00 Uhr"
"6717","MQ",3386,"N807MQ","JFK","DCA",213,"10.08.2013 11:54:00 Uhr","10.08.2013 11:55:00 Uhr","10.08.2013 13:12:00 Uhr","10.08.2013 13:10:00 Uhr"
"6718","B6",705,"N729JB","JFK","SJU",1598,"20.04.2013 13:20:00 Uhr","20.04.2013 13:20:00 Uhr","20.04.2013 17:03:00 Uhr","20.04.2013 17:10:00 Uhr"
"6719","US",2189,"N757UW","LGA","DCA",214,"24.10.2013 16:57:00 Uhr","24.10.2013 17:00:00 Uhr","24.10.2013 18:09:00 Uhr","24.10.2013 18:17:00 Uhr"
"6720","US",1895,"N555AY","EWR","CLT",529,"28.10.2013 04:53:00 Uhr","28.10.2013 05:00:00 Uhr","28.10.2013 06:27:00 Uhr","28.10.2013 06:51:00 Uhr"
"6721","AS",7,"N413AS","EWR","SEA",2402,"18.06.2013 20:09:00 Uhr","18.06.2013 18:25:00 Uhr","18.06.2013 22:37:00 Uhr","18.06.2013 21:45:00 Uhr"
"6722","UA",1663,"N36207","EWR","SFO",2565,"27.09.2013 13:57:00 Uhr","27.09.2013 13:55:00 Uhr","27.09.2013 17:08:00 Uhr","27.09.2013 17:17:00 Uhr"
"6723","DL",1435,"N941DL","LGA","TPA",1010,"16.04.2013 19:33:00 Uhr","16.04.2013 19:40:00 Uhr","16.04.2013 22:23:00 Uhr","16.04.2013 22:47:00 Uhr"
"6724","EV",4411,"N16571","EWR","MEM",946,"05.05.2013 16:26:00 Uhr","05.05.2013 16:30:00 Uhr","05.05.2013 18:01:00 Uhr","05.05.2013 18:21:00 Uhr"
"6725","AA",1073,"N3HEAA","LGA","MIA",1096,"22.05.2013 13:49:00 Uhr","22.05.2013 13:45:00 Uhr","22.05.2013 17:28:00 Uhr","22.05.2013 17:00:00 Uhr"
"6726","EV",4357,"N18120","EWR","MSY",1167,"07.03.2013 15:57:00 Uhr","07.03.2013 16:00:00 Uhr","07.03.2013 :NA:00 Uhr","07.03.2013 18:28:00 Uhr"
"6727","EV",3850,"N13978","EWR","ATL",746,"01.01.2013 12:03:00 Uhr","01.01.2013 12:05:00 Uhr","01.01.2013 15:01:00 Uhr","01.01.2013 14:37:00 Uhr"
"6728","MQ",3501,"N832MQ","LGA","RDU",431,"08.12.2013 20:08:00 Uhr","08.12.2013 18:00:00 Uhr","08.12.2013 22:09:00 Uhr","08.12.2013 19:40:00 Uhr"
"6729","9E",3393,"N921XJ","JFK","DCA",213,"13.03.2013 14:57:00 Uhr","13.03.2013 15:00:00 Uhr","13.03.2013 16:36:00 Uhr","13.03.2013 16:38:00 Uhr"
"6730","US",2164,"N947UW","LGA","BOS",184,"12.09.2013 0:16:00 Uhr","12.09.2013 21:00:00 Uhr","12.09.2013 01:14:00 Uhr","12.09.2013 22:11:00 Uhr"
"6731","UA",1072,"N36280","LGA","IAH",1416,"06.03.2013 06:15:00 Uhr","06.03.2013 06:22:00 Uhr","06.03.2013 08:53:00 Uhr","06.03.2013 09:27:00 Uhr"
"6732","EV",4364,"N11191","EWR","MCI",1092,"10.02.2013 08:38:00 Uhr","10.02.2013 08:45:00 Uhr","10.02.2013 10:57:00 Uhr","10.02.2013 11:05:00 Uhr"
"6733","B6",15,"N639JB","JFK","FLL",1069,"01.05.2013 16:48:00 Uhr","01.05.2013 16:35:00 Uhr","01.05.2013 19:56:00 Uhr","01.05.2013 19:54:00 Uhr"
"6734","DL",2395,"N918DL","LGA","PBI",1035,"12.08.2013 07:53:00 Uhr","12.08.2013 07:55:00 Uhr","12.08.2013 10:40:00 Uhr","12.08.2013 10:57:00 Uhr"
"6735","AA",2099,"N3CPAA","LGA","MIA",1096,"12.08.2013 11:30:00 Uhr","12.08.2013 11:25:00 Uhr","12.08.2013 14:48:00 Uhr","12.08.2013 14:40:00 Uhr"
"6736","B6",1271,"N640JB","LGA","FLL",1076,"14.12.2013 20:19:00 Uhr","14.12.2013 19:40:00 Uhr","14.12.2013 23:48:00 Uhr","14.12.2013 22:43:00 Uhr"
"6737","EV",3827,"N15910","EWR","CAE",602,"11.08.2013 18:52:00 Uhr","11.08.2013 18:40:00 Uhr","11.08.2013 21:03:00 Uhr","11.08.2013 20:35:00 Uhr"
"6738","US",1989,"N564UW","EWR","CLT",529,"13.12.2013 06:08:00 Uhr","13.12.2013 06:15:00 Uhr","13.12.2013 08:00:00 Uhr","13.12.2013 08:18:00 Uhr"
"6739","9E",2923,"N936XJ","JFK","MSP",1029,"18.11.2013 18:38:00 Uhr","18.11.2013 18:34:00 Uhr","18.11.2013 20:46:00 Uhr","18.11.2013 21:00:00 Uhr"
"6740","EV",5148,"N755EV","LGA","CVG",585,"03.03.2013 13:05:00 Uhr","03.03.2013 13:15:00 Uhr","03.03.2013 15:06:00 Uhr","03.03.2013 15:29:00 Uhr"
"6741","B6",27,"N638JB","JFK","TPA",1005,"27.05.2013 06:53:00 Uhr","27.05.2013 06:30:00 Uhr","27.05.2013 09:30:00 Uhr","27.05.2013 09:16:00 Uhr"
"6742","B6",505,"N663JB","EWR","FLL",1065,"16.06.2013 12:38:00 Uhr","16.06.2013 12:45:00 Uhr","16.06.2013 15:11:00 Uhr","16.06.2013 15:43:00 Uhr"
"6743","US",17,"N550UW","JFK","PHX",2153,"20.06.2013 16:22:00 Uhr","20.06.2013 16:29:00 Uhr","20.06.2013 18:25:00 Uhr","20.06.2013 18:53:00 Uhr"
"6744","B6",669,"N637JB","JFK","SJC",2569,"16.12.2013 18:27:00 Uhr","16.12.2013 18:30:00 Uhr","16.12.2013 21:52:00 Uhr","16.12.2013 22:05:00 Uhr"
"6745","EV",4093,"N14562","EWR","CVG",569,"10.05.2013 15:42:00 Uhr","10.05.2013 15:26:00 Uhr","10.05.2013 18:23:00 Uhr","10.05.2013 17:25:00 Uhr"
"6746","EV",4255,"N13997","EWR","CHS",628,"14.11.2013 10:12:00 Uhr","14.11.2013 10:00:00 Uhr","14.11.2013 12:01:00 Uhr","14.11.2013 12:06:00 Uhr"
"6747","B6",8,"N520JB","JFK","BUF",301,"29.01.2013 14:52:00 Uhr","29.01.2013 14:59:00 Uhr","29.01.2013 16:12:00 Uhr","29.01.2013 16:31:00 Uhr"
"6748","B6",1438,"N179JB","JFK","MVY",173,"26.07.2013 17:34:00 Uhr","26.07.2013 17:29:00 Uhr","26.07.2013 18:42:00 Uhr","26.07.2013 18:48:00 Uhr"
"6749","9E",2907,"N8938A","JFK","BUF",301,"10.11.2013 14:54:00 Uhr","10.11.2013 14:50:00 Uhr","10.11.2013 17:17:00 Uhr","10.11.2013 16:32:00 Uhr"
"6750","MQ",3349,"N508MQ","LGA","MSP",1020,"22.09.2013 19:45:00 Uhr","22.09.2013 19:30:00 Uhr","22.09.2013 21:36:00 Uhr","22.09.2013 21:25:00 Uhr"
"6751","AA",1599,"N3JDAA","LGA","MIA",1096,"07.10.2013 11:09:00 Uhr","07.10.2013 11:10:00 Uhr","07.10.2013 14:31:00 Uhr","07.10.2013 14:30:00 Uhr"
"6752","WN",2805,"N927WN","EWR","MSY",1167,"21.03.2013 18:35:00 Uhr","21.03.2013 18:25:00 Uhr","21.03.2013 20:50:00 Uhr","21.03.2013 20:55:00 Uhr"
"6753","AA",185,"N338AA","JFK","LAX",2475,"03.02.2013 22:01:00 Uhr","03.02.2013 21:35:00 Uhr","03.02.2013 0:57:00 Uhr","03.02.2013 0:50:00 Uhr"
"6754","UA",587,"N413UA","EWR","LAS",2227,"12.12.2013 17:37:00 Uhr","12.12.2013 17:40:00 Uhr","12.12.2013 20:27:00 Uhr","12.12.2013 20:28:00 Uhr"
"6755","UA",535,"N510UA","JFK","LAX",2475,"26.04.2013 17:52:00 Uhr","26.04.2013 17:55:00 Uhr","26.04.2013 21:01:00 Uhr","26.04.2013 21:03:00 Uhr"
"6756","AA",1901,"N3BEAA","JFK","IAH",1417,"21.06.2013 17:36:00 Uhr","21.06.2013 17:35:00 Uhr","21.06.2013 20:18:00 Uhr","21.06.2013 20:30:00 Uhr"
"6757","EV",5909,"N15985","EWR","CLT",529,"08.10.2013 19:10:00 Uhr","08.10.2013 19:11:00 Uhr","08.10.2013 21:10:00 Uhr","08.10.2013 21:10:00 Uhr"
"6758","EV",5038,"N750EV","LGA","BHM",866,"02.04.2013 19:52:00 Uhr","02.04.2013 20:00:00 Uhr","02.04.2013 21:35:00 Uhr","02.04.2013 21:50:00 Uhr"
"6759","B6",775,"N192JB","JFK","MSY",1182,"24.10.2013 21:02:00 Uhr","24.10.2013 21:08:00 Uhr","24.10.2013 23:32:00 Uhr","24.10.2013 23:28:00 Uhr"
"6760","UA",1110,"N77431","EWR","LAS",2227,"27.09.2013 10:56:00 Uhr","27.09.2013 10:43:00 Uhr","27.09.2013 13:16:00 Uhr","27.09.2013 13:11:00 Uhr"
"6761","DL",1885,"N916DE","LGA","MCO",950,"25.09.2013 07:58:00 Uhr","25.09.2013 08:05:00 Uhr","25.09.2013 10:58:00 Uhr","25.09.2013 11:00:00 Uhr"
"6762","B6",775,"N294JB","JFK","MSY",1182,"24.06.2013 0:40:00 Uhr","24.06.2013 21:20:00 Uhr","24.06.2013 02:25:00 Uhr","24.06.2013 23:34:00 Uhr"
"6763","WN",3483,"N290WN","EWR","HOU",1411,"23.01.2013 07:01:00 Uhr","23.01.2013 07:05:00 Uhr","23.01.2013 09:51:00 Uhr","23.01.2013 10:15:00 Uhr"
"6764","UA",1506,"N75433","EWR","LAS",2227,"23.06.2013 06:41:00 Uhr","23.06.2013 06:40:00 Uhr","23.06.2013 08:40:00 Uhr","23.06.2013 09:13:00 Uhr"
"6765","B6",1783,"N527JB","JFK","MCO",944,"24.06.2013 08:35:00 Uhr","24.06.2013 08:40:00 Uhr","24.06.2013 11:30:00 Uhr","24.06.2013 11:22:00 Uhr"
"6766","MQ",3662,"N530MQ","LGA","ATL",762,"04.10.2013 19:48:00 Uhr","04.10.2013 19:50:00 Uhr","04.10.2013 22:10:00 Uhr","04.10.2013 22:15:00 Uhr"
"6767","UA",380,"N805UA","EWR","IAH",1400,"17.06.2013 20:40:00 Uhr","17.06.2013 20:25:00 Uhr","17.06.2013 :07:00 Uhr","17.06.2013 23:09:00 Uhr"
"6768","EV",4511,"N14991","EWR","ROC",246,"24.07.2013 18:42:00 Uhr","24.07.2013 16:45:00 Uhr","24.07.2013 20:18:00 Uhr","24.07.2013 18:07:00 Uhr"
"6769","B6",153,"N807JB","JFK","PBI",1028,"03.11.2013 20:15:00 Uhr","03.11.2013 20:18:00 Uhr","03.11.2013 23:04:00 Uhr","03.11.2013 23:13:00 Uhr"
"6770","EV",4104,"N13956","EWR","CHS",628,"19.06.2013 07:59:00 Uhr","19.06.2013 07:40:00 Uhr","19.06.2013 10:08:00 Uhr","19.06.2013 09:41:00 Uhr"
"6771","B6",649,"N789JB","JFK","SFO",2586,"21.05.2013 20:32:00 Uhr","21.05.2013 20:20:00 Uhr","21.05.2013 0:12:00 Uhr","21.05.2013 :03:00 Uhr"
"6772","WN",1238,"N553WN","LGA","MDW",725,"20.07.2013 16:54:00 Uhr","20.07.2013 16:40:00 Uhr","20.07.2013 17:59:00 Uhr","20.07.2013 18:15:00 Uhr"
"6773","MQ",4599,"N510MQ","LGA","MSP",1020,"03.06.2013 06:27:00 Uhr","03.06.2013 06:30:00 Uhr","03.06.2013 08:17:00 Uhr","03.06.2013 08:20:00 Uhr"
"6774","EV",4125,"N13958","EWR","GSO",445,"29.04.2013 07:29:00 Uhr","29.04.2013 07:36:00 Uhr","29.04.2013 09:17:00 Uhr","29.04.2013 09:17:00 Uhr"
"6775","B6",727,"N521JB","JFK","BQN",1576,"11.03.2013 23:55:00 Uhr","11.03.2013 23:59:00 Uhr","11.03.2013 03:32:00 Uhr","11.03.2013 03:38:00 Uhr"
"6776","MQ",4655,"N534MQ","LGA","BNA",764,"24.01.2013 09:04:00 Uhr","24.01.2013 08:20:00 Uhr","24.01.2013 10:40:00 Uhr","24.01.2013 09:55:00 Uhr"
"6777","EV",3815,"N14904","EWR","ORF",284,"23.04.2013 11:37:00 Uhr","23.04.2013 11:46:00 Uhr","23.04.2013 12:43:00 Uhr","23.04.2013 13:00:00 Uhr"
"6778","B6",199,"N556JB","JFK","LAS",2248,"05.01.2013 21:29:00 Uhr","05.01.2013 21:30:00 Uhr","05.01.2013 0:16:00 Uhr","05.01.2013 0:18:00 Uhr"
"6779","WN",573,"N909WN","LGA","MDW",725,"11.03.2013 17:40:00 Uhr","11.03.2013 17:40:00 Uhr","11.03.2013 18:59:00 Uhr","11.03.2013 19:15:00 Uhr"
"6780","9E",4213,"N279PQ","LGA","RIC",292,"03.12.2013 08:14:00 Uhr","03.12.2013 08:15:00 Uhr","03.12.2013 09:47:00 Uhr","03.12.2013 09:53:00 Uhr"
"6781","B6",117,"N296JB","JFK","MSY",1182,"03.01.2013 07:04:00 Uhr","03.01.2013 06:55:00 Uhr","03.01.2013 09:54:00 Uhr","03.01.2013 09:21:00 Uhr"
"6782","WN",589,"N784SW","EWR","BWI",169,"14.02.2013 06:25:00 Uhr","14.02.2013 06:10:00 Uhr","14.02.2013 07:22:00 Uhr","14.02.2013 07:10:00 Uhr"
"6783","EV",4334,"N15980","EWR","CMH",463,"07.08.2013 06:23:00 Uhr","07.08.2013 06:30:00 Uhr","07.08.2013 08:09:00 Uhr","07.08.2013 08:13:00 Uhr"
"6784","WN",1731,"N270WN","LGA","MDW",725,"15.05.2013 21:08:00 Uhr","15.05.2013 20:55:00 Uhr","15.05.2013 22:26:00 Uhr","15.05.2013 22:25:00 Uhr"
"6785","VX",23,"N626VA","JFK","SFO",2586,"12.05.2013 10:44:00 Uhr","12.05.2013 10:45:00 Uhr","12.05.2013 13:28:00 Uhr","12.05.2013 14:20:00 Uhr"
"6786","EV",4684,"N13123","EWR","SDF",642,"10.10.2013 18:37:00 Uhr","10.10.2013 16:25:00 Uhr","10.10.2013 20:46:00 Uhr","10.10.2013 18:38:00 Uhr"
"6787","MQ",4607,"N543MQ","LGA","CMH",479,"20.05.2013 08:46:00 Uhr","20.05.2013 08:29:00 Uhr","20.05.2013 10:24:00 Uhr","20.05.2013 10:24:00 Uhr"
"6788","UA",1191,"N33284","EWR","FLL",1065,"21.04.2013 09:36:00 Uhr","21.04.2013 09:30:00 Uhr","21.04.2013 12:50:00 Uhr","21.04.2013 12:42:00 Uhr"
"6789","WN",1090,"N7811F","LGA","DEN",1620,"14.08.2013 11:49:00 Uhr","14.08.2013 11:50:00 Uhr","14.08.2013 14:10:00 Uhr","14.08.2013 14:15:00 Uhr"
"6790","B6",2680,"N317JB","EWR","BOS",200,"07.11.2013 22:56:00 Uhr","07.11.2013 21:06:00 Uhr","07.11.2013 23:50:00 Uhr","07.11.2013 22:13:00 Uhr"
"6791","MQ",3134,"N9EAMQ","EWR","ORD",719,"21.08.2013 18:17:00 Uhr","21.08.2013 18:25:00 Uhr","21.08.2013 19:35:00 Uhr","21.08.2013 20:05:00 Uhr"
"6792","9E",3635,"N8790A","JFK","CHS",636,"17.03.2013 08:04:00 Uhr","17.03.2013 08:10:00 Uhr","17.03.2013 10:33:00 Uhr","17.03.2013 10:33:00 Uhr"
"6793","B6",137,"N571JB","JFK","RSW",1074,"14.04.2013 15:26:00 Uhr","14.04.2013 15:30:00 Uhr","14.04.2013 18:35:00 Uhr","14.04.2013 18:49:00 Uhr"
"6794","B6",1061,"N206JB","JFK","AUS",1521,"02.04.2013 09:02:00 Uhr","02.04.2013 09:08:00 Uhr","02.04.2013 12:34:00 Uhr","02.04.2013 12:10:00 Uhr"
"6795","AA",178,"N3GDAA","JFK","BOS",187,"08.11.2013 12:42:00 Uhr","08.11.2013 12:50:00 Uhr","08.11.2013 13:39:00 Uhr","08.11.2013 14:00:00 Uhr"
"6796","EV",4099,"N17984","EWR","STL",872,"30.05.2013 07:48:00 Uhr","30.05.2013 07:48:00 Uhr","30.05.2013 09:18:00 Uhr","30.05.2013 09:31:00 Uhr"
"6797","UA",633,"N514UA","LGA","IAH",1416,"02.01.2013 12:51:00 Uhr","02.01.2013 12:50:00 Uhr","02.01.2013 15:52:00 Uhr","02.01.2013 16:03:00 Uhr"
"6798","9E",3788,"N8869B","JFK","PHL",94,"11.06.2013 17:29:00 Uhr","11.06.2013 16:40:00 Uhr","11.06.2013 18:33:00 Uhr","11.06.2013 18:13:00 Uhr"
"6799","UA",1201,"N18243","EWR","SAT",1569,"28.02.2013 17:13:00 Uhr","28.02.2013 16:59:00 Uhr","28.02.2013 20:38:00 Uhr","28.02.2013 20:35:00 Uhr"
"6800","DL",1847,"N949DL","LGA","ATL",762,"07.11.2013 09:59:00 Uhr","07.11.2013 10:00:00 Uhr","07.11.2013 12:28:00 Uhr","07.11.2013 12:45:00 Uhr"
"6801","DL",2047,"N662DN","LGA","ATL",762,"22.05.2013 07:57:00 Uhr","22.05.2013 07:59:00 Uhr","22.05.2013 10:15:00 Uhr","22.05.2013 10:28:00 Uhr"
"6802","VX",161,"N837VA","EWR","LAX",2454,"07.07.2013 09:15:00 Uhr","07.07.2013 09:15:00 Uhr","07.07.2013 11:54:00 Uhr","07.07.2013 12:15:00 Uhr"
"6803","MQ",4490,"N739MQ","LGA","CMH",479,"22.02.2013 08:10:00 Uhr","22.02.2013 08:15:00 Uhr","22.02.2013 10:15:00 Uhr","22.02.2013 10:10:00 Uhr"
"6804","AA",2083,"N551AA","EWR","DFW",1372,"11.08.2013 06:51:00 Uhr","11.08.2013 07:00:00 Uhr","11.08.2013 09:19:00 Uhr","11.08.2013 09:40:00 Uhr"
"6805","EV",4676,"N12540","EWR","GRR",605,"25.04.2013 08:21:00 Uhr","25.04.2013 08:19:00 Uhr","25.04.2013 10:51:00 Uhr","25.04.2013 10:21:00 Uhr"
"6806","DL",1715,"N317NB","LGA","MSY",1183,"28.09.2013 16:44:00 Uhr","28.09.2013 16:50:00 Uhr","28.09.2013 18:45:00 Uhr","28.09.2013 19:14:00 Uhr"
"6807","DL",161,"N176DZ","JFK","SEA",2422,"29.09.2013 15:00:00 Uhr","29.09.2013 15:00:00 Uhr","29.09.2013 18:32:00 Uhr","29.09.2013 18:19:00 Uhr"
"6808","DL",2119,"N368NW","LGA","MSP",1020,"27.09.2013 08:27:00 Uhr","27.09.2013 08:30:00 Uhr","27.09.2013 10:32:00 Uhr","27.09.2013 10:30:00 Uhr"
"6809","AA",3,"N327AA","JFK","LAX",2475,"20.01.2013 11:58:00 Uhr","20.01.2013 12:00:00 Uhr","20.01.2013 14:57:00 Uhr","20.01.2013 15:10:00 Uhr"
"6810","B6",1373,"N265JB","JFK","CHS",636,"12.10.2013 13:51:00 Uhr","12.10.2013 13:59:00 Uhr","12.10.2013 15:40:00 Uhr","12.10.2013 16:05:00 Uhr"
"6811","EV",4714,"N13955","EWR","CLT",529,"02.10.2013 09:47:00 Uhr","02.10.2013 09:47:00 Uhr","02.10.2013 11:50:00 Uhr","02.10.2013 11:51:00 Uhr"
"6812","AA",2041,"N5ENAA","JFK","MIA",1089,"08.03.2013 13:29:00 Uhr","08.03.2013 12:40:00 Uhr","08.03.2013 16:27:00 Uhr","08.03.2013 15:55:00 Uhr"
"6813","US",1443,"N703UW","JFK","CLT",541,"25.03.2013 11:57:00 Uhr","25.03.2013 12:00:00 Uhr","25.03.2013 14:08:00 Uhr","25.03.2013 14:00:00 Uhr"
"6814","AA",341,"N4WTAA","LGA","ORD",733,"29.01.2013 17:16:00 Uhr","29.01.2013 16:10:00 Uhr","29.01.2013 19:57:00 Uhr","29.01.2013 18:00:00 Uhr"
"6815","AA",307,"N3HMAA","LGA","ORD",733,"25.12.2013 07:46:00 Uhr","25.12.2013 07:40:00 Uhr","25.12.2013 09:23:00 Uhr","25.12.2013 09:25:00 Uhr"
"6816","WN",477,"N735SA","EWR","BWI",169,"13.01.2013 12:22:00 Uhr","13.01.2013 12:10:00 Uhr","13.01.2013 13:46:00 Uhr","13.01.2013 13:10:00 Uhr"
"6817","B6",517,"N657JB","EWR","MCO",937,"03.04.2013 08:51:00 Uhr","03.04.2013 09:00:00 Uhr","03.04.2013 11:46:00 Uhr","03.04.2013 11:49:00 Uhr"
"6818","DL",355,"N990AT","EWR","ATL",746,"15.11.2013 12:53:00 Uhr","15.11.2013 13:00:00 Uhr","15.11.2013 15:16:00 Uhr","15.11.2013 15:24:00 Uhr"
"6819","EV",4543,"N13123","EWR","DSM",1017,"17.01.2013 20:31:00 Uhr","17.01.2013 19:05:00 Uhr","17.01.2013 22:39:00 Uhr","17.01.2013 21:13:00 Uhr"
"6820","DL",161,"N947DL","JFK","MIA",1089,"10.02.2013 16:14:00 Uhr","10.02.2013 16:00:00 Uhr","10.02.2013 19:34:00 Uhr","10.02.2013 19:33:00 Uhr"
"6821","B6",161,"N565JB","JFK","SMF",2521,"11.09.2013 20:21:00 Uhr","11.09.2013 19:40:00 Uhr","11.09.2013 :04:00 Uhr","11.09.2013 22:52:00 Uhr"
"6822","EV",5766,"N827AS","LGA","IAD",229,"22.03.2013 14:25:00 Uhr","22.03.2013 14:30:00 Uhr","22.03.2013 15:37:00 Uhr","22.03.2013 15:54:00 Uhr"
"6823","DL",706,"N3746H","JFK","AUS",1521,"12.10.2013 17:19:00 Uhr","12.10.2013 17:00:00 Uhr","12.10.2013 20:16:00 Uhr","12.10.2013 20:07:00 Uhr"
"6824","EV",4537,"N16546","EWR","MEM",946,"08.09.2013 08:19:00 Uhr","08.09.2013 08:30:00 Uhr","08.09.2013 09:51:00 Uhr","08.09.2013 10:18:00 Uhr"
"6825","AA",1121,"N3LAAA","LGA","DFW",1389,"28.12.2013 09:35:00 Uhr","28.12.2013 09:00:00 Uhr","28.12.2013 12:32:00 Uhr","28.12.2013 12:20:00 Uhr"
"6826","DL",1629,"N3764D","JFK","LAS",2248,"01.03.2013 17:50:00 Uhr","01.03.2013 17:55:00 Uhr","01.03.2013 19:56:00 Uhr","01.03.2013 21:01:00 Uhr"
"6827","B6",2802,"N348JB","JFK","BUF",301,"10.07.2013 06:26:00 Uhr","10.07.2013 06:30:00 Uhr","10.07.2013 08:03:00 Uhr","10.07.2013 07:47:00 Uhr"
"6828","B6",643,"N615JB","EWR","PBI",1023,"20.12.2013 11:12:00 Uhr","20.12.2013 11:12:00 Uhr","20.12.2013 14:01:00 Uhr","20.12.2013 14:00:00 Uhr"
"6829","WN",1271,"N402WN","EWR","MDW",711,"02.08.2013 20:24:00 Uhr","02.08.2013 20:30:00 Uhr","02.08.2013 22:07:00 Uhr","02.08.2013 21:55:00 Uhr"
"6830","AA",211,"N3HLAA","JFK","IAH",1417,"11.11.2013 17:00:00 Uhr","11.11.2013 17:00:00 Uhr","11.11.2013 20:19:00 Uhr","11.11.2013 19:55:00 Uhr"
"6831","EV",5273,"N614QX","LGA","PIT",335,"27.11.2013 11:10:00 Uhr","27.11.2013 11:15:00 Uhr","27.11.2013 12:33:00 Uhr","27.11.2013 12:52:00 Uhr"
"6832","B6",1117,"N645JB","LGA","TPA",1010,"24.07.2013 16:17:00 Uhr","24.07.2013 16:20:00 Uhr","24.07.2013 19:14:00 Uhr","24.07.2013 19:23:00 Uhr"
"6833","MQ",3546,"N523MQ","LGA","MSP",1020,"05.08.2013 11:44:00 Uhr","05.08.2013 11:45:00 Uhr","05.08.2013 13:57:00 Uhr","05.08.2013 13:40:00 Uhr"
"6834","EV",4705,"N13550","EWR","ATL",746,"13.10.2013 18:25:00 Uhr","13.10.2013 16:59:00 Uhr","13.10.2013 20:59:00 Uhr","13.10.2013 19:30:00 Uhr"
"6835","UA",388,"N567UA","LGA","IAH",1416,"12.04.2013 07:13:00 Uhr","12.04.2013 07:20:00 Uhr","12.04.2013 10:17:00 Uhr","12.04.2013 10:03:00 Uhr"
"6836","WN",163,"N948WN","LGA","HOU",1428,"25.06.2013 07:32:00 Uhr","25.06.2013 07:35:00 Uhr","25.06.2013 10:00:00 Uhr","25.06.2013 10:20:00 Uhr"
